gp,min,fgm,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,stl,blk,target_5yrs,shooting_accuracy,assist_turnover_ratio
79,21.7,4.3,49.9,0.0,0.0,0.0,1.6,2.4,66.3,1.7,2.9,4.5,0.6,0.6,0,1.1860465116279069,0.625
76,20.8,2.6,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,1.2,0.1,1,1.0312499999999998,1.4999999999999998
76,20.8,2.6,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,1.2,0.1,0,1.0312499999999998,1.4999999999999998
82,20.1,4.3,53.3,0.0,0.0,0.0,1.3,1.9,67.9,1.9,2.5,4.4,0.3,1.8,1,1.234567901234568,0.5384615384615384
71,19.8,3.0,44.4,0.1,0.4,14.8,1.0,1.3,75.0,0.6,1.8,2.4,0.9,0.2,0,1.044776119402985,2.1333333333333333
81,19.7,2.9,46.0,0.0,0.1,0.0,2.2,3.0,72.9,1.4,2.2,3.6,0.6,0.3,0,1.253968253968254,0.7777777777777777
82,19.2,3.0,47.9,0.0,0.2,5.3,1.3,2.1,61.0,0.7,1.7,2.4,1.5,0.3,1,1.1746031746031746,2.368421052631579
56,18.9,2.1,45.0,0.0,0.0,0.0,0.5,0.7,67.5,1.1,3.8,4.9,0.6,0.8,1,1.0217391304347827,0.6363636363636362
82,17.9,3.3,51.1,0.1,0.6,23.5,1.3,1.5,89.9,0.5,1.1,1.6,0.9,0.1,1,1.2461538461538462,1.6666666666666667
74,17.0,1.9,47.8,0.0,0.1,20.0,1.6,2.0,79.3,0.9,1.2,2.1,0.8,0.3,1,1.3846153846153848,1.3636363636363635
28,8.1,0.6,42.5,0.3,0.8,30.4,0.2,0.3,85.7,0.3,1.1,1.5,0.2,0.1,0,1.2142857142857144,0.8
60,15.8,3.2,52.9,0.0,0.1,0.0,2.4,3.6,67.0,1.5,2.9,4.4,0.6,1.4,1,1.45,0.4117647058823529
64,14.8,1.5,49.5,0.0,0.1,0.0,0.7,0.9,75.0,0.3,1.5,1.8,0.9,0.1,0,1.2333333333333334,1.2857142857142858
68,14.4,1.9,54.2,0.0,0.0,0.0,1.5,2.5,59.4,1.6,3.0,4.5,0.1,1.1,1,1.5142857142857142,0.6
65,11.6,1.5,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,2.0,0.3,0.7,1,1.21875,0.7777777777777777
53,13.7,1.6,41.2,0.0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1.1,0.5,0.1,1,1.025,2.6
52,13.4,2.1,50.7,0.0,0.0,0.0,0.5,0.8,67.5,1.3,2.8,4.1,0.4,0.8,1,1.1428571428571428,0.7142857142857143
45,12.9,1.8,51.2,0.0,0.0,0.0,0.4,0.5,76.2,1.2,2.5,3.7,0.2,0.3,1,1.1111111111111112,0.7142857142857143
54,12.4,2.1,46.2,0.1,0.2,30.0,1.3,1.8,73.7,0.6,0.6,1.2,0.4,0.0,1,1.2173913043478262,1.1111111111111112
81,11.7,2.0,44.2,0.0,0.1,20.0,0.6,0.8,76.6,0.4,0.8,1.2,0.4,0.1,1,1.0217391304347827,1.2857142857142858
40,11.5,0.8,32.7,0.0,0.0,0.0,0.1,0.2,55.6,0.2,0.7,0.9,0.5,0.1,0,0.72,1.5555555555555554
48,11.3,1.8,46.2,0.0,0.0,0.0,0.6,0.9,69.0,0.8,1.3,2.0,0.5,0.3,0,1.0789473684210527,0.8571428571428572
37,7.8,1.5,46.0,0.1,0.3,27.3,0.7,1.1,65.0,0.6,0.8,1.4,0.2,0.0,0,1.1470588235294117,0.5
44,11.0,2.1,41.8,0.0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,3.0,0.3,0.1,0,0.9607843137254903,0.28571428571428575
55,10.7,1.8,45.7,0.0,0.0,0.0,0.6,1.1,60.3,1.1,1.4,2.5,0.3,0.1,0,1.075,0.45454545454545453
52,10.2,1.8,45.4,0.0,0.0,0.0,0.6,1.2,51.6,1.0,2.0,3.0,0.4,0.4,1,1.076923076923077,0.8333333333333334
59,10.1,1.4,45.4,0.0,0.1,0.0,0.4,0.7,56.4,0.5,0.6,1.0,0.6,0.1,0,1.032258064516129,0.923076923076923
47,9.6,0.7,35.8,0.0,0.1,0.0,0.5,0.7,78.1,0.2,0.7,0.9,0.5,0.0,1,1.0,2.5
60,8.9,1.0,33.0,0.0,0.1,0.0,0.9,1.2,73.9,0.5,0.7,1.2,0.4,0.0,0,0.9333333333333332,2.166666666666667
55,8.4,1.0,41.2,0.0,0.1,0.0,0.7,1.5,43.5,0.5,1.2,1.7,0.4,0.4,0,1.08,0.5
44,5.3,1.1,34.8,0.0,0.1,50.0,0.4,0.8,45.9,0.6,0.7,1.3,0.2,0.0,0,0.8387096774193549,0.5
51,7.3,1.1,43.4,0.1,0.2,41.7,0.5,0.8,59.0,0.3,0.6,0.9,0.4,0.0,0,1.08,1.4285714285714286
31,6.4,0.7,35.5,0.3,1.0,29.0,0.6,0.8,75.0,0.4,0.8,1.2,0.1,0.1,0,1.15,1.4999999999999998
82,38.6,6.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,0.5,2.6,3.1,0.9,0.2,1,1.2101910828025477,2.1666666666666665
56,31.2,5.0,41.0,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3.0,3.8,0.9,0.5,1,1.1300813008130082,1.4999999999999998
33,15.6,1.3,31.8,0.2,1.1,16.7,0.3,0.5,52.9,0.4,1.0,1.4,0.4,0.1,0,0.75,3.5714285714285716
64,28.8,5.5,51.6,0.0,0.1,0.0,2.6,3.5,75.1,2.6,5.6,8.2,1.2,1.8,1,1.2735849056603774,0.7142857142857143
61,28.8,5.5,41.2,1.0,3.3,31.0,2.6,3.5,74.6,0.4,2.1,2.4,1.0,0.3,1,1.0970149253731343,1.5
82,28.0,3.4,42.8,0.9,2.4,35.0,1.2,1.5,80.6,1.3,2.7,4.0,0.7,0.5,1,1.1282051282051284,0.75
77,26.4,3.2,43.8,0.0,0.1,0.0,1.6,2.0,76.4,2.1,3.6,5.7,0.5,0.9,1,1.082191780821918,1.0
76,26.0,3.4,46.1,0.4,1.5,27.4,1.0,1.7,57.0,1.6,2.8,4.4,1.2,0.8,1,1.108108108108108,0.7777777777777777
78,26.0,3.6,45.8,0.0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,0.7,0.9,1,1.1392405063291138,1.1538461538461537
81,25.4,3.4,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,0.6,0.2,1,1.1794871794871795,0.923076923076923
61,23.2,2.4,37.2,0.5,1.4,32.6,1.0,1.8,54.6,0.3,1.5,1.8,0.4,0.1,1,0.96875,1.7500000000000002
12,15.5,1.6,35.8,0.8,2.6,32.3,0.7,1.0,66.7,0.3,2.3,2.6,0.9,0.2,0,1.0681818181818181,2.166666666666667
60,20.7,3.5,60.8,0.0,0.0,50.0,1.0,2.7,37.1,2.8,4.8,7.6,1.0,1.6,1,1.3859649122807018,0.5555555555555556
45,19.8,2.5,49.3,0.0,0.1,20.0,1.0,1.4,74.6,2.0,3.8,5.9,0.5,0.5,0,1.2,1.3333333333333335
69,17.5,2.2,54.5,0.0,0.1,42.9,1.0,1.3,80.9,1.2,2.5,3.7,0.2,0.6,1,1.375,0.7142857142857143
41,17.4,1.9,41.8,0.9,2.3,37.5,0.8,1.0,82.9,1.1,1.6,2.7,0.9,0.5,1,1.2173913043478262,2.6363636363636362
78,17.3,1.8,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,0.8,0.2,1,1.0638297872340425,2.0
78,17.0,2.7,41.7,0.8,2.0,38.6,0.9,1.0,90.9,0.2,1.0,1.2,0.5,0.0,1,1.0757575757575757,3.1111111111111107
73,17.0,2.5,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2.0,0.6,0.2,1,1.015873015873016,1.0
56,15.4,3.3,47.9,1.1,2.5,42.1,1.1,1.5,75.9,0.6,1.5,2.1,0.3,0.2,0,1.2794117647058822,0.5555555555555556
70,15.1,2.0,43.0,0.0,0.0,0.0,0.8,1.6,52.3,1.7,2.8,4.5,0.6,0.4,1,1.0434782608695652,0.5384615384615384
61,14.8,2.1,44.6,0.9,2.3,38.4,1.0,1.1,84.3,0.3,1.3,1.5,0.2,0.2,1,1.2708333333333333,1.2857142857142858
48,14.6,1.2,37.1,0.5,1.5,31.5,0.2,0.3,57.1,0.1,0.8,0.9,0.5,0.1,0,0.9677419354838709,2.5
79,13.4,1.1,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.5,0.3,1,0.8787878787878788,1.0
52,13.3,0.8,40.7,0.4,1.1,39.3,0.2,0.2,100.0,0.2,1.3,1.5,0.3,0.2,0,1.0952380952380951,2.0
63,13.1,2.6,48.2,0.0,0.0,0.0,0.9,1.7,53.3,1.8,2.9,4.7,0.3,0.7,1,1.1320754716981132,0.625
11,13.7,1.5,41.5,0.3,1.4,20.0,1.5,1.6,88.9,0.2,0.7,0.9,0.5,0.1,0,1.2972972972972971,4.0
63,12.7,1.5,43.6,0.1,0.6,25.7,0.5,0.8,66.7,0.3,1.4,1.7,0.3,0.3,0,1.0571428571428572,0.6
47,12.3,1.3,36.8,0.3,0.8,37.8,0.4,0.7,58.8,0.2,0.8,1.0,0.3,0.0,0,0.9428571428571428,1.1666666666666667
73,12.2,1.6,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.5,0.1,1,0.9523809523809523,1.0
51,12.1,1.4,40.0,0.7,1.8,38.3,0.5,0.6,71.9,0.4,1.8,2.2,0.2,0.2,0,1.1428571428571428,1.5
47,11.5,1.7,58.2,0.0,0.0,0.0,0.4,0.6,64.3,1.6,1.5,3.1,0.4,0.2,0,1.2758620689655173,0.5
57,11.2,1.8,51.3,0.0,0.0,0.0,0.5,0.8,66.7,1.1,2.5,3.7,0.2,0.5,1,1.1714285714285713,1.2857142857142858
46,9.9,1.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,2.8,0.3,0.8,0,1.2727272727272725,0.25
41,9.9,1.0,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.2,0.7,0.9,0.4,0.1,0,1.074074074074074,1.2
30,25.7,2.1,40.0,0.8,2.6,32.5,0.7,1.0,72.4,1.5,2.0,3.5,0.7,0.3,0,1.0943396226415094,2.142857142857143
40,9.4,1.8,47.6,0.0,0.0,0.0,1.1,1.4,76.8,1.0,1.8,2.8,0.1,0.1,1,1.243243243243243,0.6
48,8.2,0.9,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,0.2,0.1,0,0.8750000000000001,1.8571428571428574
35,7.8,0.9,38.4,0.1,0.5,25.0,0.6,0.8,72.4,0.4,0.4,0.8,0.2,0.1,0,1.04,1.4999999999999998
27,7.5,1.0,29.5,0.3,1.1,22.6,0.6,0.7,89.5,0.0,0.2,0.3,0.2,0.0,0,0.8484848484848485,1.6666666666666667
23,6.4,1.0,35.3,0.4,1.3,30.0,0.6,0.6,100.0,0.2,0.6,0.8,0.1,0.1,1,1.0333333333333334,0.6666666666666667
66,32.3,4.8,41.5,1.6,4.2,38.0,1.6,2.1,75.9,0.5,2.7,3.2,0.7,0.1,1,1.0940170940170941,1.4615384615384615
56,29.4,4.9,42.8,0.8,2.7,31.3,2.0,2.6,76.4,1.3,2.3,3.6,0.9,0.3,0,1.1052631578947367,1.0952380952380951
59,28.9,3.6,40.1,0.8,2.7,30.6,1.5,1.8,79.8,0.7,2.4,3.2,1.7,0.1,1,1.043956043956044,1.4736842105263157
63,28.6,3.9,45.2,1.0,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,1.2,0.5,1,1.0919540229885059,1.6153846153846154
66,27.2,4.3,36.6,1.0,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,0.9,0.3,1,1.043103448275862,2.4444444444444446
65,25.5,3.9,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,0.8,0.1,1,1.3068181818181817,2.5624999999999996
66,24.4,4.8,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,0.7,0.3,1,1.146788990825688,1.25
64,24.0,3.1,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.3,0.4,1,1.253968253968254,1.5714285714285716
22,13.5,1.2,31.3,0.1,0.8,11.1,1.0,1.3,82.1,0.3,1.1,1.5,0.6,0.3,0,0.9210526315789475,1.6153846153846154
46,22.5,3.9,58.6,0.0,0.0,0.0,2.4,3.6,66.5,3.1,4.6,7.7,0.7,1.0,1,1.5223880597014925,0.6666666666666667
66,21.7,1.8,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,1.1,0.5,0,0.978723404255319,1.1666666666666667
66,21.5,3.1,41.2,0.6,2.1,26.8,2.1,3.0,69.7,1.2,3.5,4.7,0.5,0.5,1,1.1733333333333333,0.5
33,20.3,2.4,39.9,0.1,0.8,8.0,0.7,0.9,76.7,0.5,1.5,2.0,0.4,0.1,1,0.9166666666666666,2.1333333333333333
63,19.5,2.8,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,4.4,0.7,0.7,1,1.0724637681159421,0.9090909090909091
65,19.4,2.7,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1.4,0.7,0.0,1,0.9855072463768115,1.25
61,18.6,2.8,38.6,1.3,3.5,36.1,0.7,0.8,83.3,0.3,0.9,1.2,0.5,0.1,1,1.0410958904109588,1.6363636363636362
51,17.5,2.5,44.7,0.1,0.4,15.0,0.7,0.8,87.2,0.2,1.2,1.3,0.7,0.1,0,1.0175438596491226,2.75
34,13.4,1.9,44.6,0.4,1.1,31.6,0.7,1.1,63.2,0.6,1.2,1.8,0.3,0.3,0,1.1136363636363635,1.0
56,16.7,2.5,51.3,0.0,0.1,33.3,1.3,1.8,72.0,1.2,2.9,4.0,0.8,0.3,0,1.3061224489795917,0.5
59,15.9,2.6,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1.0,1.3,2.2,0.5,0.1,1,1.1803278688524592,1.0
41,15.2,1.9,47.3,0.0,0.0,0.0,0.3,0.3,78.6,1.1,3.0,4.2,0.3,0.4,1,1.0,1.6
42,15.0,1.4,45.2,0.0,0.0,0.0,1.2,1.5,83.9,1.2,1.8,3.0,0.2,0.2,1,1.3333333333333333,0.5
43,14.8,1.8,50.7,0.0,0.0,0.0,1.0,1.5,65.2,1.5,2.1,3.6,0.5,0.3,0,1.3142857142857143,0.6
37,14.6,1.7,42.3,0.5,1.6,33.9,0.4,0.7,61.5,1.3,2.6,3.9,0.6,0.5,0,1.1,0.6
55,13.9,1.2,54.5,0.0,0.0,0.0,0.5,0.7,70.7,0.9,2.3,3.2,0.7,1.6,0,1.3181818181818181,0.8333333333333334
42,13.5,2.1,42.1,0.0,0.0,0.0,0.7,1.2,55.8,1.3,2.0,3.3,0.4,0.5,0,0.9800000000000001,0.4444444444444445
19,12.8,1.2,39.0,0.1,0.5,20.0,0.7,0.9,82.4,0.5,0.9,1.4,0.4,0.2,0,1.064516129032258,1.777777777777778
44,12.3,1.5,37.2,0.3,1.0,28.9,0.5,0.6,71.4,0.4,0.9,1.3,0.4,0.1,0,0.926829268292683,1.5555555555555554
64,12.2,1.4,40.0,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1.4,0.4,0.0,1,1.0588235294117647,2.5
46,12.1,2.1,50.8,0.1,0.2,33.3,0.5,0.6,75.0,1.0,1.6,2.6,0.3,0.4,1,1.119047619047619,1.25
42,11.4,1.9,46.7,0.1,0.5,26.1,1.0,1.3,81.5,0.7,1.7,2.4,0.3,0.2,1,1.25,0.7142857142857143
38,11.1,1.4,32.5,0.1,0.5,20.0,1.1,1.6,70.0,0.2,0.7,0.9,0.1,0.2,0,0.9285714285714285,0.9
40,10.5,1.7,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0.8,0.1,0.0,0,1.0,1.0
26,9.9,1.8,43.2,0.7,1.8,36.2,0.1,0.2,40.0,0.4,2.0,2.4,0.1,0.1,1,1.0232558139534884,1.3333333333333335
26,9.7,1.0,42.4,0.0,0.0,0.0,0.2,0.5,50.0,0.5,1.7,2.2,0.1,0.8,0,0.9565217391304349,0.6666666666666667
26,12.2,1.1,38.9,0.6,1.5,37.5,0.1,0.2,50.0,0.3,0.8,1.0,0.4,0.3,0,1.0,1.6666666666666667
44,9.6,1.1,33.3,0.2,0.9,26.3,0.4,0.6,59.3,0.3,0.6,0.8,0.3,0.0,0,0.8529411764705882,1.1818181818181817
38,8.7,1.1,38.1,0.4,1.2,37.8,0.2,0.2,100.0,0.1,0.8,0.9,0.3,0.1,1,0.9666666666666667,1.5
42,8.5,0.8,40.5,0.0,0.3,18.2,1.0,1.3,76.8,0.5,0.8,1.3,0.3,0.1,1,1.368421052631579,1.0
36,8.3,1.5,44.6,0.0,0.0,0.0,0.2,0.3,66.7,0.6,1.1,1.6,0.1,0.4,0,0.9411764705882354,0.5
82,38.0,8.5,50.6,0.1,0.3,29.2,5.4,8.5,64.2,3.3,8.8,12.1,0.8,0.6,1,1.3392857142857142,1.4074074074074072
69,37.8,5.8,40.9,0.5,1.7,29.6,4.4,5.7,76.6,0.5,4.1,4.6,1.8,0.5,1,1.1631205673758864,2.18421052631579
82,31.0,3.6,49.7,1.0,2.7,39.3,1.4,1.8,76.9,1.3,5.1,6.4,1.0,0.2,1,1.3287671232876712,1.4615384615384615
81,28.5,5.3,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,1.1,0.8,1,1.1370967741935483,0.7575757575757576
80,27.8,3.8,55.1,0.0,0.0,0.0,1.8,2.9,62.2,3.1,4.4,7.5,1.2,0.6,1,1.3623188405797102,1.3
79,26.2,3.4,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3.0,0.7,0.7,1,1.0465116279069768,1.5833333333333333
65,24.6,3.3,57.6,0.0,0.0,0.0,1.1,2.0,55.5,2.6,4.5,7.1,0.6,1.0,1,1.3508771929824561,0.8571428571428572
42,24.5,4.6,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,0.9,0.1,0,0.9831932773109243,1.4
78,23.0,2.9,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,0.6,0.2,1,1.0588235294117647,2.0
81,22.7,2.5,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,1.1,0.3,1,1.1166666666666667,1.5
80,21.1,3.6,45.1,1.6,3.9,41.9,1.1,1.3,80.8,0.3,2.2,2.5,0.3,0.1,1,1.240506329113924,1.2
61,20.7,2.9,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,3.7,1.0,0.4,1,1.2,1.0
78,19.7,2.8,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.4,0.9,1,1.2830188679245282,0.5
15,11.0,1.8,43.5,0.3,0.6,44.4,1.5,2.0,76.7,0.1,1.1,1.3,0.4,0.2,0,1.3170731707317076,2.7142857142857144
81,17.9,2.0,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,0.3,1,1.1199999999999999,0.5384615384615384
58,17.8,1.7,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.4,1.5,1,1.0789473684210527,0.8749999999999999
54,17.3,2.0,37.4,0.6,1.7,37.0,1.3,1.7,76.3,0.7,1.9,2.6,0.6,0.1,0,1.0925925925925926,1.3333333333333335
72,16.9,2.0,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,0.4,0.3,1,1.3170731707317076,1.1
52,16.7,2.9,55.8,0.0,0.0,0.0,0.6,0.8,71.4,1.7,2.2,3.8,0.3,0.7,1,1.2352941176470589,1.3333333333333335
65,16.4,2.1,54.9,0.0,0.0,0.0,1.0,1.6,67.3,1.5,2.4,3.9,0.5,0.7,1,1.358974358974359,0.8333333333333334
60,14.5,1.9,43.3,0.0,0.0,0.0,0.5,0.8,56.0,1.0,2.0,3.0,0.4,1.2,1,0.9555555555555555,0.5
49,13.1,1.6,38.3,0.3,1.3,24.2,0.4,0.5,73.1,0.8,2.1,2.9,0.3,0.3,0,0.9285714285714285,2.0
66,11.1,1.1,40.6,0.3,0.8,36.0,0.4,0.5,70.6,0.3,1.0,1.3,0.3,0.1,1,1.037037037037037,2.0
42,10.4,1.5,42.4,0.1,0.2,37.5,0.8,1.3,58.9,0.7,0.7,1.5,0.3,0.2,0,1.1176470588235294,2.666666666666667
43,10.3,1.0,37.4,0.1,0.2,30.0,0.3,0.5,57.1,0.2,0.9,1.1,0.4,0.1,1,0.8518518518518517,2.25
42,10.0,1.3,35.7,0.4,1.4,28.3,0.8,1.0,78.6,0.5,1.1,1.7,0.3,0.2,0,1.027027027027027,1.4
49,9.4,1.6,66.1,0.0,0.0,0.0,0.5,0.8,70.3,0.7,1.2,2.0,0.3,0.3,1,1.565217391304348,1.25
18,7.9,0.4,53.3,0.0,0.0,0.0,0.1,0.2,50.0,0.7,1.2,1.9,0.3,0.4,1,1.25,0.5
38,7.3,1.2,45.5,0.1,0.3,41.7,0.3,0.6,59.1,0.3,0.7,0.9,0.1,0.0,0,1.074074074074074,1.2
22,7.2,1.0,35.6,0.0,0.5,10.0,0.4,0.7,53.3,0.3,0.7,1.0,0.2,0.1,0,0.8518518518518517,1.375
41,5.2,0.8,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.1,0.2,0,1.25,0.4
72,37.2,7.4,45.8,0.5,2.0,25.5,4.8,6.5,74.8,0.9,4.4,5.3,1.5,0.4,1,1.240740740740741,1.9333333333333333
80,36.2,6.6,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,1.9,0.2,1,1.2237762237762237,1.9666666666666668
82,32.6,5.5,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,1.3,0.2,1,1.0472972972972971,2.375
22,10.6,0.8,27.7,0.5,1.9,26.2,0.3,0.4,87.5,0.0,1.6,1.6,0.3,0.1,0,0.8333333333333334,1.25
81,28.9,4.9,41.7,1.0,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,1.0,0.0,0,1.1440677966101693,1.517241379310345
76,27.8,4.9,47.7,0.6,1.5,40.0,1.9,2.3,85.1,0.5,2.0,2.5,1.0,0.1,1,1.1923076923076923,2.111111111111111
82,26.9,3.8,49.4,0.0,0.0,0.0,1.4,2.1,64.6,2.8,4.7,7.5,0.6,1.3,1,1.1688311688311688,0.6428571428571429
73,25.6,5.5,45.1,1.6,4.3,37.4,2.0,2.4,81.4,1.0,1.9,2.9,0.8,0.1,1,1.1983471074380165,1.6
82,24.7,3.3,48.3,0.8,2.0,38.2,2.0,2.4,82.9,0.6,1.7,2.3,0.8,0.2,1,1.3623188405797102,1.3636363636363635
73,24.2,3.2,44.2,0.8,2.2,39.0,0.9,1.2,75.6,0.8,1.8,2.6,1.1,0.3,1,1.1267605633802817,1.8095238095238093
76,22.9,3.1,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.1,0.3,1,1.3026315789473686,1.2857142857142858
78,22.6,3.3,40.1,0.4,1.3,31.0,1.3,1.8,71.5,0.6,3.9,4.5,0.6,0.1,0,1.0120481927710843,1.8124999999999998
20,10.0,1.2,39.3,0.4,1.2,29.2,0.6,0.7,85.7,0.2,1.8,2.0,0.3,0.3,0,1.096774193548387,1.0
77,21.6,3.3,49.8,0.1,0.2,25.0,1.9,2.5,76.3,0.9,2.0,2.9,0.6,0.2,1,1.303030303030303,0.8749999999999999
65,20.3,3.1,51.5,0.5,1.3,41.0,1.6,2.2,75.7,0.6,1.3,1.9,0.7,0.0,1,1.3833333333333335,2.3846153846153846
74,20.1,3.4,44.1,1.2,3.4,36.9,0.9,1.2,77.0,0.5,2.5,3.0,0.5,0.1,1,1.1710526315789476,1.7142857142857144
56,19.4,3.2,45.8,1.2,3.1,38.9,1.0,1.2,80.9,0.7,1.2,1.9,0.8,0.1,1,1.2285714285714284,2.0
82,18.2,3.4,55.6,0.0,0.0,0.0,1.1,2.0,54.7,2.4,4.0,6.4,0.6,0.5,1,1.3,0.5714285714285715
76,18.2,2.5,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,0.3,0.1,1,1.11864406779661,1.0
80,16.5,2.8,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1.0,1.6,2.5,0.4,0.3,0,1.1935483870967742,0.5833333333333334
81,15.7,1.9,41.8,0.3,0.9,31.0,0.6,0.9,72.2,0.3,1.3,1.6,0.5,0.1,1,1.0444444444444445,2.9999999999999996
56,15.4,2.6,41.0,1.1,3.1,34.5,1.1,1.3,80.0,0.2,1.4,1.6,0.6,0.1,1,1.1587301587301588,1.727272727272727
82,32.0,7.6,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,0.7,1.7,0,1.297872340425532,0.9090909090909091
47,13.3,2.1,49.3,0.0,0.0,0.0,1.0,1.4,67.6,1.6,2.1,3.7,0.3,0.5,1,1.2093023255813955,0.6666666666666667
69,13.3,2.0,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2.0,2.5,0.4,0.4,1,1.1860465116279069,0.7142857142857143
60,13.1,1.8,50.2,0.0,0.1,0.0,0.9,1.2,75.4,0.9,1.9,2.8,0.2,0.6,0,1.25,1.2
52,12.6,1.1,53.4,0.0,0.0,0.0,0.7,1.2,59.7,2.0,2.1,4.1,0.3,0.1,0,1.4,1.0
27,12.4,1.6,43.6,0.5,1.4,35.1,1.3,1.9,70.0,0.2,0.9,1.1,0.5,0.2,1,1.3513513513513513,0.8
60,12.0,1.7,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.3,0.1,1,1.0444444444444445,1.7499999999999998
63,11.2,1.7,49.5,0.0,0.0,0.0,0.5,0.8,64.6,0.9,1.7,2.5,0.4,0.3,1,1.1470588235294117,1.0
71,11.2,1.2,39.6,0.0,0.1,0.0,0.5,0.7,62.3,0.7,1.4,2.1,0.4,0.1,1,0.9354838709677419,1.6666666666666667
39,10.4,1.1,66.2,0.0,0.0,0.0,0.5,0.5,90.0,0.6,1.9,2.5,0.2,0.4,1,1.5882352941176472,0.0
71,10.1,1.3,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,0.5,0.1,1,1.0,2.428571428571429
57,9.4,1.2,46.3,0.0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.4,0.2,0,1.2692307692307692,1.0
44,9.2,1.0,35.4,0.3,1.0,35.7,0.6,0.9,71.1,0.3,0.7,1.0,0.2,0.2,0,1.0,1.0
43,8.3,0.9,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.2,0.2,1,1.0833333333333335,1.0
43,8.3,0.9,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.2,0.2,1,1.0833333333333335,1.0
51,7.5,1.1,37.1,0.0,0.1,40.0,0.5,0.7,72.2,0.4,0.9,1.2,0.1,0.3,1,0.9,0.8
12,6.3,0.5,30.0,0.1,0.5,16.7,0.6,1.0,58.3,0.2,0.5,0.7,0.3,0.2,0,1.0,1.3333333333333333
18,6.2,0.9,37.2,0.5,1.6,32.1,0.2,0.3,60.0,0.3,0.8,1.1,0.1,0.1,0,1.0,0.0
